ROFJO,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, ship did not communicate.","Non remis, navire ne s’est pas annoncé.","No entregado, el barco no se ha anunciado.",,
ROFUN,repetitions_and_corrections,Corrections,Corrections,Correcciones,Your BQ makes no correction.,Votre BQ ne fait pas de correction.,Su BQ no rectifica nada.,,
ROKEW,repetitions_and_corrections,Corrections,Corrections,Correcciones,Your service advice corrected and forwarded.,Votre avis de service corrigé et retransmis.,Su aviso de servicio corregido y cursado.,,
ROSOP,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,Undelivered. Several ships of the same name. Please supply Nationality and/or Call sign.,Non remis. Plusieurs bateaux de même nom. Prière fournir nationalité et/ou indicatif d’appel.,"No entregado. Hay varios barcos de igual nombre. Sírvanse indicar nacionalidad, distintivo de llamada o ambas cosas.",,
RUCMU,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, telephone number given in address does not correspond with the name of addressee.","Non remis, numéro de téléphone indiqué dans l’adresse ne correspond pas au nom du destinataire.","No entregado, número de teléfono indicado en dirección no corresponde al nombre del destinatario.",,
RUCOS,delivery,Undelivered messages,Message de non-remise,Mensaje de no entrega ,"Undelivered, hotel, house, firm, etc. no longer exists.","Non remis, hôtel, maison, firme, etc., n’existe plus.","No entregado, ya no existe el hotel (casa, firma, etc.).",,
TOPMO,miscellaneous,Various,Divers,Varios,Acknowledge this notification.,Accusez réception de cette notification.,Acusen recibo de esta comunicación.,,
TUHRU,miscellaneous,Agreement,Accord,Acuerdo,Say if in agreement.,Prière dire si d’accord.,Digan si están de acuerdo.,,
TUNHO,miscellaneous,Agreement,Accord,Acuerdo,We are in agreement.,Nous sommes d’accord.,Estamos de acuerdo.,,
TUNVU,miscellaneous,Agreement,Accord,Acuerdo,We are not in agreement.,Nous ne sommes pas d’accord.,No estamos de acuerdo.,,
UDFOG,miscellaneous,Attention,Attention,Atención,Please have it attended to immediately.,Prière faire nécessaire immédiatement.,Rogamos lo atiendan inmediatamente.,,
UGJAW,miscellaneous,Complaints / Enquiries,Réclamations/enquêtes,Reclamaciones/encuestas,Complaint has been made.,Réclamation a été déposée.,Presentada reclamación.,,
UHYON,miscellaneous,Copy/Copies,Copie/Copies,Copia/Copias,Missing __________. Please supply copy quickly.,Manque __________. Prière donner rapidement copie.,Extraviado __________. Faciliten copia rápidamente.,,
UJDUD,miscellaneous,Copy/Copies,Copie/Copies,Copia/Copias,__________ missing. Please supply copy quickly preceded by reference of this service advice.,"Manque __________. Prière donner rapidement copie, précédée par référence de cet avis de service.","__________ extraviado, sírvanse facilitarnos una copia rápidamente precedida por la referencia de este aviso de servicio.",,
UKTAB,miscellaneous,Various,Divers,Varios,Have you any record of such a message having been filed (received)?,Pouvez-vous voir si un tel message a été déposé (reçu)?,¿Pueden comprobar si se ha depositado (recibido) tal mensaje?,,
UPBAG,miscellaneous,Information,Renseignements,Información,For your information.,Pour votre information.,Para su conocimiento.,,
USLEG,miscellaneous,Complaints / Enquiries,Réclamations/enquêtes,Reclamaciones/encuestas,"Case under investigation, will reply as soon as possible.","Affaire sous enquête, répondrons dès que possible.","Se estudia el caso, responderemos lo antes posible.",,
USTIN,miscellaneous,Complaints / Enquiries,Réclamations/enquêtes,Reclamaciones/encuestas,Please investigate and reply as soon as possible.,Prière enquêter et répondre aussitôt que possible.,Rogamos investiguen y respondan lo antes posible.,,
UTCOD,miscellaneous,Various,Divers,Varios,Use the code.,"Utilisez le code, s.v.p.!",Utilicen el código.,,
VEBET,miscellaneous,Various,Divers,Varios,Please do needful.,Prière faire le nécessaire.,Rogamos hagan lo necesario.,,
VUSOB,miscellaneous,Various,Divers,Varios,Read telegraph office of origin __________.,Lisez bureau télégraphique d’origine __________.,Lean oficina telegráfica de origen __________.,,
WAJEJ,miscellaneous,Various,Divers,Varios,Please give prefix number or channel sequence number under which the transit telegram referred to was sent forward to its destination or next transit point.,"Prière indiquer le préfixe ou le numéro de série sur voie attribué pour ce télégramme en transit, lors de son acheminement au point de transit suivant ou à son point de destination.",Sírvase indicar prefijo o número de serie del canal utilizado para este telegrama en tránsito para su encaminamiento al punto de tránsito siguiente o a su lugar de destino.,,
WAJGU,miscellaneous,References,Référence,Referencia,Give reference.,Donnez référence.,Sírvanse dar referencia.,,
WALAG,miscellaneous,References,Référence,Referencia,Reference is correct.,Référence est correcte.,La referencia es correcta.,,
WALEM,miscellaneous,References,Référence,Referencia,Reference is wrong.,Référence est fausse.,La referencia es errónea.,,
WALOS,miscellaneous,References,Référence,Referencia,Referring to our __________.,Se référant à notre __________.,Con referencia a nuestro __________.,,
WALPU,miscellaneous,References,Référence,Referencia,Referring to your __________.,Se référant à votre __________.,Con referencia a su __________.,,
WEJYV,miscellaneous,References,Référence,Referencia,"Reference incorrect. Give number, date, time of handing in, and say by which channel/route sent.","Référence fausse. Donnez numéro, date, heure de dépôt et dites par quel canal/voie transmis.","Referencia errónea. Indiquen número, fecha y hora de depósito, y digan por qué canal/ruta se transmitió.",,
WOBAJ,miscellaneous,Various,Divers,Varios,Please obtain sender's name and address from the addressee.,Prière obtenir du destinataire nom et adresse de l’expéditeur.,Rogamos pidan destinatario nombre y dirección expedidor.,,
WOBMO,miscellaneous,Various,Divers,Varios,Sender cannot be found.,Expéditeur introuvable.,No podemos encontrar al expedidor.,,
XEROJ,miscellaneous,Various,Divers,Varios,Your service advice not understood.,Votre avis de service non compris.,No comprendemos su aviso de servicio.,,
YALRU,telex,,,,Telex subscriber __________ no longer in service.,Abonné télex __________ n’est plus en service.,Abonado télex __________ no está ya en servicio.,,
,,,,,,,,,
